PPG (1000 Hz),ABP (125 Hz),RESP (125 Hz)
2262.64,68.43,21.66
2280.52,54.02,16.91
2289.47,69.50,20.84
2253.69,53.11,17.15
2235.81,67.78,20.47
2208.98,57.68,17.13
2244.75,81.68,20.67
2235.81,75.27,18.39
2244.75,103.82,20.55
2289.47,100.68,18.35
2262.64,123.69,21.46
2262.64,120.70,20.20
2262.64,135.60,22.21
2226.86,130.01,18.94
2262.64,130.85,19.85
2235.81,121.31,17.58
2244.75,119.13,17.69
2235.81,112.70,18.68
2271.58,101.06,18.48
2244.75,105.09,17.46
2244.75,92.53,17.30
2289.47,99.46,18.50
2271.58,85.31,16.21
2226.86,95.35,16.22
2208.98,80.15,16.56
2208.98,97.20,18.30
2173.21,71.19,14.85
2200.03,88.68,18.12
2253.69,67.52,15.69
2182.15,85.52,18.23
2182.15,61.60,15.99
2182.15,82.58,17.44
2164.26,63.97,15.57
2200.03,78.12,17.35
2200.03,64.29,13.93
2137.43,76.63,15.43
2182.15,72.07,14.91
2182.15,80.75,17.03
2217.92,71.17,14.28
2208.98,80.45,14.59
2128.49,75.05,12.79
2164.26,73.52,13.74
2173.21,75.74,13.12
2137.43,74.62,13.47
2146.38,78.05,13.42
2137.43,64.05,12.51
2173.21,71.17,12.88
2137.43,63.60,11.40
2164.26,72.74,13.63
2155.32,59.24,10.84
2191.09,71.87,13.40
2182.15,56.59,8.94
2164.26,75.95,11.22
2128.49,54.99,9.14
2164.26,77.43,11.14
2155.32,51.97,8.14
2155.32,72.85,9.90
2155.32,58.94,6.48
2182.15,66.80,9.68
2164.26,55.65,6.80
2191.09,67.24,7.98
2200.03,54.86,5.40
2146.38,63.14,7.67
2164.26,56.74,6.60
2137.43,62.89,6.62
2182.15,58.98,5.98
2164.26,62.94,5.58
2119.55,60.60,4.79
2146.38,54.44,3.61
2200.03,68.56,4.40
2200.03,59.89,2.59
2146.38,73.88,2.29
2146.38,67.04,1.85
2128.49,94.09,1.02
2182.15,89.91,0.28
2128.49,117.64,1.55
2119.55,109.53,-1.05
2164.26,134.75,0.06
2137.43,123.51,-2.30
2173.21,135.84,-0.80
2128.49,117.15,-4.89
2146.38,127.97,-2.19
2164.26,111.44,-3.78
2173.21,120.06,-1.74
2235.81,101.52,-5.23
2164.26,107.96,-4.13
2137.43,92.62,-6.87
2173.21,103.42,-4.58
2164.26,89.89,-5.62
2182.15,94.37,-5.23
2128.49,92.80,-5.69
2235.81,91.57,-7.05
2119.55,84.37,-5.34
2173.21,80.22,-7.52
2191.09,82.79,-5.00
2191.09,70.63,-7.51
2235.81,78.20,-6.48
2235.81,70.85,-7.79
2235.81,79.17,-6.36
2208.98,66.41,-9.01
2173.21,79.79,-7.14
2182.15,65.87,-9.82
2235.81,84.24,-7.72
2182.15,68.13,-9.64
2182.15,84.09,-7.08
2173.21,68.80,-9.74
2200.03,87.72,-7.46
2200.03,69.60,-10.85
2244.75,82.22,-8.42
2200.03,69.17,-9.16
2191.09,81.53,-7.50
2226.86,69.56,-9.72
2182.15,79.56,-9.82
2226.86,67.07,-10.68
2235.81,72.08,-8.92
2191.09,69.63,-9.92
2280.52,64.97,-9.69
2173.21,67.91,-10.20
2200.03,64.22,-10.41
2217.92,71.60,-9.50
2235.81,60.69,-11.63
2253.69,73.85,-7.90
2226.86,59.26,-11.95
2280.52,73.84,-8.93
2280.52,58.47,-12.08
2280.52,71.30,-11.00
2226.86,51.65,-10.74
2235.81,73.48,-9.09
2262.64,53.84,-11.34
2298.41,71.05,-8.26
2262.64,51.67,-9.29
2289.47,71.52,-7.74
2298.41,52.62,-10.07
2298.41,68.62,-8.34
2280.52,54.00,-10.11
2298.41,66.83,-8.02
2316.30,58.63,-9.73
2289.47,73.32,-8.12
2352.07,80.41,-9.13
2280.52,88.71,-9.07
2334.18,96.05,-7.24
2325.24,112.61,-8.74
2334.18,124.09,-8.76
2307.35,126.20,-8.69
2369.96,132.73,-8.55
2289.47,124.90,-9.10
2343.13,133.82,-7.97
2361.01,112.88,-8.43
2298.41,126.38,-7.63
2361.01,102.86,-10.01
2369.96,116.10,-9.05
2343.13,94.53,-11.15
2343.13,109.65,-6.78
2361.01,90.51,-9.36
2378.90,105.52,-8.20
2378.90,86.72,-11.60
2387.84,102.32,-9.13
2352.07,84.18,-10.87
2352.07,97.23,-8.92
2361.01,81.83,-12.03
2396.79,88.26,-9.95
2352.07,74.84,-12.25
2477.28,81.07,-9.67
2432.56,71.70,-11.47
2405.73,71.42,-11.13
2334.18,72.01,-13.25
2432.56,73.46,-11.30
2459.39,72.63,-12.32
2432.56,72.79,-12.54
2405.73,77.01,-11.71
2441.50,73.11,-12.39
2369.96,84.51,-10.74
2378.90,69.67,-13.10
2423.62,80.72,-12.13
2432.56,71.76,-13.22
2414.67,80.45,-10.55
2405.73,62.55,-14.48
2495.16,79.42,-13.42
2504.10,57.46,-14.41
2459.39,77.83,-11.92
2450.45,58.39,-14.96
2432.56,71.68,-12.37
2432.56,60.98,-14.21
2441.50,69.08,-12.74
2521.99,60.65,-14.11
2504.10,71.49,-11.36
2486.22,58.93,-12.09
2521.99,67.00,-11.46
2504.10,61.54,-13.27
2477.28,62.86,-11.59
2459.39,58.67,-13.09
2557.76,57.24,-11.84
2486.22,58.04,-12.34
2504.10,54.39,-13.65
2521.99,60.04,-11.13
2468.33,52.25,-14.07
2539.88,61.49,-10.41
2539.88,50.33,-11.09
2513.05,63.71,-10.37
2513.05,50.72,-11.96
2557.76,63.03,-9.57
2530.93,44.01,-13.24
2521.99,62.81,-9.12
2513.05,49.38,-10.45
2504.10,70.21,-7.85
2566.71,58.85,-10.95
2504.10,85.12,-9.51
2548.82,77.52,-11.37
2557.76,103.53,-7.58
2539.88,98.76,-9.47
2521.99,121.86,-8.81
2530.93,118.84,-9.52
2513.05,130.10,-9.53
2530.93,123.23,-10.29
2539.88,124.42,-8.45
2521.99,114.11,-8.43
2530.93,108.78,-8.54
2521.99,104.04,-8.35
2539.88,94.57,-8.40
2521.99,99.11,-8.03
2566.71,89.03,-9.71
2530.93,92.02,-8.92
2566.71,79.93,-10.43
2539.88,91.12,-8.46
2557.76,78.53,-10.74
2530.93,89.65,-8.88
2539.88,67.61,-9.72
2548.82,84.37,-8.17
2521.99,67.54,-10.06
2548.82,84.29,-7.86
2530.93,60.68,-11.65
2539.88,78.26,-7.73
2566.71,56.19,-9.96
2584.59,74.85,-7.82
2575.65,59.02,-11.08
2557.76,76.72,-8.09
2611.42,62.64,-10.09
2530.93,72.97,-7.85
2530.93,67.27,-10.53
2566.71,75.06,-9.31
2539.88,73.96,-9.67
2521.99,72.51,-8.98
2521.99,70.94,-9.64
2530.93,70.00,-8.86
2539.88,74.22,-8.74
2575.65,64.94,-9.06
2575.65,77.74,-8.71
2521.99,63.61,-11.30
2557.76,77.66,-9.96
2593.54,62.95,-11.45
2566.71,80.49,-9.10
2548.82,63.50,-11.71
2611.42,79.84,-8.32
2495.16,59.79,-10.98
2557.76,80.70,-9.94
2584.59,59.44,-11.67
2557.76,81.25,-7.73
2557.76,63.21,-11.60
2539.88,78.38,-8.75
2584.59,62.21,-10.31
2575.65,70.48,-9.43
2557.76,60.45,-11.20
2539.88,66.91,-9.11
2566.71,59.16,-11.25
2584.59,69.08,-11.27
2521.99,61.24,-10.59
2530.93,63.80,-9.99
2539.88,63.40,-10.98
2539.88,58.41,-10.91
2557.76,65.46,-10.70
2575.65,65.78,-10.18
2530.93,79.59,-10.87
2548.82,79.10,-12.41
2468.33,102.58,-8.98
2504.10,97.52,-11.33
2566.71,125.74,-9.50
2530.93,113.75,-11.82
2548.82,136.19,-9.13
2548.82,121.31,-11.70
2477.28,134.23,-9.15
2504.10,114.60,-11.41
2504.10,126.99,-8.84
2495.16,108.83,-11.62
2495.16,112.93,-9.05
2513.05,97.55,-11.96
2521.99,105.14,-8.99
2504.10,89.55,-10.87
2504.10,96.28,-9.20
2530.93,89.95,-11.02
2530.93,91.91,-10.30
2513.05,84.51,-10.24
2477.28,84.84,-9.82
2495.16,79.22,-9.33
2495.16,73.55,-11.20
2566.71,74.91,-10.03
2539.88,73.50,-12.64
2513.05,73.51,-8.44
2477.28,63.07,-10.22
2513.05,71.45,-7.71
2513.05,62.45,-8.39
2504.10,80.66,-8.93
2486.22,62.50,-11.72
2504.10,82.18,-7.09
2468.33,67.02,-9.52
2486.22,86.27,-6.68
2477.28,71.09,-9.13
2513.05,85.71,-5.79
2477.28,68.22,-8.66
2521.99,81.34,-6.67
2432.56,66.73,-7.96
2477.28,75.16,-5.46
2468.33,65.97,-7.51
2459.39,75.88,-5.27
2477.28,64.83,-7.43
2495.16,74.27,-6.21
2477.28,65.42,-8.23
2504.10,67.75,-6.72
2486.22,69.55,-7.37
2513.05,65.99,-8.39
2477.28,70.42,-6.87
2459.39,63.44,-8.62
2423.62,70.89,-5.95
2504.10,57.55,-7.38
2495.16,72.34,-7.09
2459.39,53.00,-9.44
2468.33,69.82,-6.79
2513.05,54.33,-10.43
2450.45,68.05,-8.97
2459.39,50.49,-9.97
2486.22,73.11,-6.72
2423.62,49.35,-9.78
2414.67,70.63,-8.85
2441.50,54.23,-11.93
2423.62,70.03,-8.52
2486.22,50.22,-11.38
2486.22,71.47,-10.13
2459.39,57.22,-12.53
2450.45,77.00,-9.23
2432.56,76.42,-11.11
2468.33,89.87,-10.65
2414.67,100.25,-12.26
2459.39,113.15,-11.66
2432.56,121.64,-9.86
2459.39,125.25,-11.39
2450.45,132.47,-9.85
2450.45,126.38,-9.72
2450.45,129.98,-9.47
2396.79,115.25,-10.41
2414.67,123.91,-7.46
2423.62,101.44,-10.17
2378.90,112.04,-7.42
2423.62,91.63,-10.23
2450.45,105.85,-7.99
2423.62,88.61,-10.90
2423.62,103.69,-6.48
2369.96,84.89,-10.34
2441.50,99.78,-7.96
2396.79,75.89,-9.74
2423.62,93.27,-6.93
2441.50,76.21,-8.56
2378.90,84.66,-9.07
2414.67,71.85,-9.96
2396.79,76.23,-9.09
2396.79,66.81,-9.54
2423.62,67.89,-8.87
2361.01,66.10,-7.80
2352.07,67.06,-10.06
2432.56,70.45,-8.58
2441.50,65.05,-8.70
2387.84,71.80,-7.98
2432.56,63.43,-10.64
2441.50,78.37,-8.98
2405.73,67.42,-9.51
2361.01,77.02,-7.40
2352.07,63.68,-8.55
2396.79,75.83,-5.29
2378.90,62.72,-8.94
2387.84,79.56,-6.91
2289.47,57.55,-9.30
2378.90,74.86,-5.50
2352.07,54.49,-7.73
2378.90,75.66,-6.07
2387.84,58.01,-7.37
2334.18,72.93,-5.71
2378.90,56.36,-5.80
2352.07,69.45,-3.75
2414.67,58.68,-5.24
2378.90,65.24,-3.98
2361.01,59.64,-6.30
2361.01,63.19,-4.14
2387.84,59.04,-3.56
2369.96,62.76,-3.44
2396.79,57.15,-3.49
2361.01,58.79,-2.60
2414.67,58.97,-2.82
2343.13,48.65,-4.24
2378.90,60.74,-1.79
2334.18,50.73,-3.57
2343.13,63.18,-1.49
2343.13,44.78,-3.59
2352.07,63.17,-0.20
2307.35,50.41,-2.50
2334.18,65.17,-0.16
2343.13,51.36,-2.88
2378.90,72.54,0.89
2387.84,65.90,-1.31
2352.07,90.56,-0.30
2325.24,89.93,-0.99
2352.07,112.57,1.36
2352.07,107.20,-1.29
2352.07,132.01,1.67
2352.07,125.11,1.08
2307.35,129.60,3.15
2352.07,118.69,1.21
2334.18,122.24,3.39
2325.24,115.46,1.73
2289.47,108.16,1.90
2334.18,101.51,3.26
2378.90,99.14,3.39
2307.35,100.20,4.22
2361.01,89.69,1.39
2307.35,97.39,5.05
2343.13,83.81,2.96
2298.41,96.47,5.48
2325.24,79.14,4.59
2369.96,94.60,7.22
2307.35,71.32,4.14
2316.30,89.40,5.71
2325.24,67.14,4.51
2316.30,84.19,8.06
2334.18,66.67,5.01
2289.47,79.51,9.17
2289.47,63.44,6.61
2343.13,79.02,7.63
2280.52,68.15,7.22
2244.75,80.59,9.86
2334.18,70.91,8.19
2334.18,80.35,7.19
2325.24,72.60,7.30
2298.41,80.07,8.18
2334.18,73.90,8.02
2316.30,72.48,9.29
2325.24,75.29,10.50
2307.35,69.73,10.19
2387.84,75.76,10.62
2316.30,68.53,9.82
2343.13,73.88,13.37
2352.07,66.25,10.98
2352.07,76.32,13.89
2343.13,64.28,12.10
2325.24,76.39,14.86
2369.96,61.72,13.46
2343.13,76.65,16.76
2343.13,59.54,12.68
2343.13,71.89,17.12
2307.35,55.86,13.98
2325.24,71.74,18.51
2316.30,56.58,16.93
2307.35,74.93,19.62
2316.30,59.01,16.07
2369.96,66.11,19.46
2298.41,57.54,18.48
2307.35,70.03,20.91
2334.18,58.64,19.21
2316.30,65.18,20.52
2334.18,59.94,20.71
2369.96,61.90,21.08
2325.24,65.46,22.79
2271.58,61.32,22.46
2325.24,68.20,22.49
2343.13,66.14,21.30
2369.96,89.26,23.66
2298.41,88.52,22.40
2352.07,110.13,24.71
2343.13,105.42,24.10
2316.30,130.48,26.19
2378.90,119.27,22.47
2316.30,139.44,26.97
2361.01,119.27,24.95
2334.18,133.81,26.90
2298.41,109.26,24.54
2352.07,121.20,25.86
2352.07,104.22,24.63
2361.01,112.35,25.53
2369.96,95.74,24.51
2325.24,103.73,27.20
2343.13,89.57,26.46
2307.35,98.56,27.01
2343.13,92.44,25.99
2387.84,92.11,26.01
2334.18,84.92,24.41
2307.35,81.57,26.49
2343.13,81.97,25.95
2334.18,73.18,25.17
2352.07,78.27,26.82
2307.35,67.65,23.82
2387.84,78.49,24.01
2316.30,61.21,22.88
2316.30,78.16,24.21
2325.24,64.20,21.30
2325.24,76.64,22.36
2352.07,60.89,20.82
2316.30,84.91,21.18
2352.07,68.71,17.54
2316.30,84.73,20.81
2343.13,66.70,17.72
2307.35,80.96,19.03
2307.35,65.63,17.03
2396.79,79.36,18.14
2289.47,66.17,15.17
2361.01,75.07,17.05
2352.07,65.22,12.68
2343.13,75.57,12.93
2369.96,65.62,12.71
2316.30,71.95,12.06
2369.96,64.56,9.96
2316.30,63.56,11.28
2369.96,67.47,12.36
2352.07,60.46,10.63
2325.24,68.90,9.43
2316.30,61.04,8.78
2298.41,70.41,10.91
2325.24,61.18,10.22
2289.47,69.75,9.60
2334.18,54.38,8.02
2334.18,65.18,9.58
2343.13,51.27,7.69
2343.13,69.21,11.75
2369.96,52.30,7.49
2352.07,68.76,10.02
2387.84,48.10,7.43
2316.30,70.00,9.55
2316.30,51.32,6.51
2396.79,63.65,8.85
2298.41,51.52,6.61
2343.13,70.09,9.44
2271.58,56.79,6.72
2316.30,73.91,7.67
2325.24,76.55,6.89
2298.41,88.55,6.65
2316.30,99.51,5.28
2343.13,109.60,5.30
2361.01,120.59,5.56
2352.07,123.50,3.20
2298.41,130.58,3.78
2361.01,122.76,1.76
2369.96,130.49,4.48
2325.24,114.29,0.01
2298.41,119.02,2.92
2369.96,99.77,-1.24
2307.35,106.62,2.44
2298.41,89.23,-1.72
2316.30,100.51,1.87
2289.47,80.94,-1.37
2316.30,95.04,1.32
2307.35,75.79,-2.73
2316.30,94.81,-0.82
2289.47,72.20,-2.89
2325.24,87.91,-0.45
2369.96,67.67,-3.68
2316.30,83.66,-2.57
2307.35,69.39,-4.53
2325.24,71.84,-2.52
2343.13,62.67,-5.70
2298.41,66.95,-4.04
2343.13,66.98,-4.23
2262.64,62.90,-5.65
2316.30,65.86,-4.63
2298.41,63.15,-4.81
2307.35,70.70,-6.15
2307.35,66.59,-6.84
2307.35,79.32,-5.75
2298.41,64.43,-7.69
2343.13,72.75,-6.27
2280.52,63.19,-8.38
2280.52,73.56,-6.76
2280.52,60.01,-8.79
2307.35,75.75,-6.95
2325.24,55.62,-8.81
2316.30,74.56,-8.25
2325.24,53.78,-10.36
2352.07,70.64,-8.36
2289.47,55.04,-11.69
2316.30,69.04,-8.85
2343.13,54.17,-11.10
2307.35,66.38,-9.76
2307.35,58.24,-12.86
2226.86,67.95,-10.54
2280.52,55.02,-12.28
2298.41,63.87,-11.32
2298.41,57.30,-10.54
2271.58,57.17,-11.32
2262.64,57.31,-12.06
2316.30,55.33,-12.18
2343.13,60.19,-10.50
2343.13,48.96,-11.90
2307.35,60.43,-9.96
2307.35,52.10,-11.20
2352.07,65.17,-9.62
2334.18,49.38,-11.97
2316.30,65.51,-9.96
2280.52,43.88,-11.12
2271.58,62.68,-9.92
2226.86,45.79,-11.21
2280.52,72.96,-9.17
2280.52,60.35,-10.96
2262.64,89.02,-8.14
2307.35,81.89,-11.02
2316.30,111.33,-8.63
2298.41,107.41,-10.80
2253.69,127.92,-8.93
2262.64,122.10,-10.71
2307.35,129.15,-8.58
2298.41,119.37,-7.68
2271.58,118.11,-7.95
2244.75,109.64,-7.47
2271.58,108.77,-7.99
2235.81,101.15,-9.19
2280.52,92.41,-8.94
2298.41,92.93,-5.58
2307.35,87.99,-8.05
2280.52,93.94,-7.40
2298.41,82.51,-7.71
2253.69,96.82,-7.11
2253.69,75.38,-8.51
2298.41,88.13,-7.35
2316.30,70.75,-10.73
2217.92,82.61,-8.13
2262.64,66.63,-12.09
2253.69,77.43,-9.11
2289.47,58.61,-13.35
2208.98,79.03,-8.94
2271.58,60.95,-13.31
2226.86,75.58,-9.41
2262.64,57.73,-12.85
2244.75,73.74,-10.36
2217.92,65.89,-14.44
2235.81,77.23,-11.99
2271.58,65.96,-12.48
2262.64,76.38,-12.19
2217.92,73.71,-14.03
2253.69,72.03,-13.08
2226.86,76.35,-14.30
2271.58,68.98,-12.89
2244.75,75.36,-13.73
2235.81,67.49,-14.17
2235.81,75.92,-12.83
2280.52,61.25,-13.91
2262.64,73.66,-12.14
2235.81,56.83,-14.60
2253.69,76.43,-11.14
2262.64,58.15,-14.27
2280.52,69.85,-11.84
2271.58,56.27,-12.98
2271.58,73.85,-10.87
2253.69,55.35,-11.16
2244.75,73.54,-8.53
2208.98,54.59,-12.81
2244.75,70.90,-10.01
2217.92,55.45,-12.82
2271.58,67.75,-11.62
2253.69,58.70,-12.39
2173.21,64.95,-10.85
2235.81,59.29,-13.93
2289.47,65.70,-10.74
2200.03,60.25,-11.25
2235.81,57.11,-11.66
2208.98,65.54,-12.78
2137.43,60.00,-13.52
2191.09,64.02,-12.91
2226.86,60.43,-15.70
2217.92,79.72,-13.18
2280.52,74.09,-17.00
2200.03,102.94,-12.20
2182.15,97.18,-18.32
2217.92,121.84,-14.91
2226.86,113.14,-19.28
2226.86,138.70,-16.77
2191.09,120.78,-20.36
2217.92,134.58,-17.00
2208.98,114.05,-18.49
2200.03,121.28,-16.32
2235.81,98.60,-21.30
2244.75,114.18,-19.21
2226.86,91.73,-19.14
2200.03,104.77,-19.24
2200.03,88.15,-20.50
2217.92,96.05,-18.77
2164.26,87.22,-18.30
2200.03,92.71,-18.38
2173.21,86.86,-20.49
2217.92,83.56,-18.77
2208.98,80.56,-18.71
2182.15,75.30,-19.45
2208.98,77.76,-17.31
2235.81,65.68,-18.64
2155.32,77.74,-17.28
2208.98,66.52,-18.40
2155.32,74.13,-15.35
2235.81,61.86,-20.07
2235.81,80.90,-16.30
2173.21,63.43,-17.64
2208.98,82.37,-14.40
2191.09,65.89,-17.00
2146.38,85.47,-14.76
2146.38,69.65,-16.42
2182.15,81.28,-14.46
2164.26,64.33,-18.00
2191.09,82.18,-13.77
2200.03,65.54,-15.06
2217.92,72.03,-14.43
2146.38,63.16,-15.25
2146.38,73.34,-13.08
2191.09,63.97,-13.72
2226.86,68.95,-13.17
2173.21,69.58,-14.54
2119.55,63.04,-14.35
2226.86,66.98,-14.60
2226.86,60.67,-13.54
2208.98,66.89,-12.53
2164.26,55.38,-15.04
2200.03,68.97,-13.02
2155.32,56.05,-14.28
2164.26,70.62,-12.02
2164.26,57.85,-14.38
2191.09,70.80,-13.27
2137.43,52.98,-16.35
2191.09,61.16,-12.75
2155.32,52.80,-14.85
2182.15,71.09,-13.10
2137.43,50.84,-14.19
2128.49,68.26,-14.10
2128.49,51.86,-15.00
2182.15,66.64,-13.22
2164.26,51.64,-14.47
2155.32,67.69,-12.64
2164.26,58.72,-14.84
2208.98,68.90,-12.70
2191.09,68.05,-13.85
2128.49,85.95,-13.04
2164.26,94.91,-13.96
2182.15,106.34,-14.98
2208.98,114.02,-14.45
2173.21,120.03,-13.18
2164.26,129.13,-15.25
2137.43,118.23,-14.68
2182.15,125.89,-13.72
2191.09,110.48,-15.85
2200.03,117.84,-12.96
2137.43,100.77,-15.76
2191.09,109.61,-9.92
2164.26,87.73,-14.50
2128.49,102.72,-11.83
2208.98,84.03,-15.09
2155.32,99.38,-11.94
2119.55,83.58,-14.98
2146.38,95.73,-13.28
2182.15,79.06,-14.66
2155.32,91.53,-10.50
2164.26,74.04,-15.16
2155.32,82.77,-11.93
2146.38,71.00,-14.47
2182.15,73.85,-12.42
2164.26,66.20,-13.25
2146.38,68.90,-13.90
2110.60,65.76,-13.04
2155.32,63.49,-13.41
2155.32,64.56,-13.43
2119.55,61.68,-13.25
2191.09,79.08,-12.48
2191.09,64.77,-14.56
2146.38,75.22,-12.29
2146.38,66.11,-13.56
2128.49,75.98,-11.37
2092.72,60.84,-14.76
2137.43,75.70,-12.07
2137.43,54.78,-12.93
2146.38,79.91,-10.71
2146.38,57.57,-13.23
2173.21,74.49,-10.04
2164.26,54.17,-12.60
2146.38,68.72,-8.92
2128.49,55.67,-10.99
2137.43,71.62,-7.88
2119.55,54.91,-9.53
2146.38,66.54,-7.90
2074.83,56.28,-9.37
2137.43,65.59,-7.38
2128.49,56.72,-8.24
2128.49,60.28,-7.53
2137.43,61.68,-6.75
2146.38,57.52,-6.55
2146.38,62.17,-7.20
2110.60,57.04,-6.73
2128.49,61.88,-6.00
2128.49,50.53,-7.77
2083.77,62.15,-6.39
2128.49,50.88,-9.41
2119.55,61.25,-7.94
2155.32,45.40,-8.89
2146.38,63.73,-8.67
2146.38,47.61,-8.54
2146.38,65.89,-6.43
2119.55,47.68,-9.13
2146.38,73.37,-9.08
2092.72,59.32,-12.05
2101.66,86.76,-8.80
2137.43,82.85,-12.03
2119.55,109.42,-10.02
2110.60,107.99,-12.41
2074.83,126.32,-10.89
2119.55,119.81,-12.32
2110.60,125.41,-11.23
2110.60,121.77,-12.25
2119.55,121.14,-13.16
2164.26,108.50,-12.83
2128.49,104.88,-13.34
2065.89,101.19,-12.11
2092.72,97.09,-14.94
2101.66,93.05,-13.53
2110.60,83.41,-15.86
2048.00,89.85,-13.51
2092.72,76.64,-15.41
2056.94,92.89,-13.40
2056.94,74.93,-15.31
2074.83,86.57,-10.42
2092.72,67.12,-13.37
2119.55,84.61,-11.76
2083.77,61.06,-14.83
2101.66,78.85,-12.21
2065.89,51.78,-13.60
2101.66,76.61,-11.51
2083.77,61.64,-13.75
2101.66,76.60,-9.50
2056.94,64.01,-12.17
2101.66,76.50,-9.23
2065.89,64.48,-11.77
2065.89,73.73,-10.48
2065.89,69.16,-11.81
2048.00,75.69,-10.26
2110.60,71.90,-9.84
2074.83,66.78,-10.18
2101.66,73.09,-9.27
2065.89,69.01,-9.94
2101.66,76.03,-8.71
2048.00,64.01,-10.00
2074.83,73.13,-9.44
2083.77,62.88,-9.34
2074.83,76.29,-7.15
2074.83,59.00,-9.93
2030.11,75.85,-6.74
2056.94,53.63,-9.06
2056.94,71.46,-4.65
2065.89,60.88,-6.24
2039.06,75.44,-4.12
2110.60,55.38,-5.12
2048.00,70.76,-2.58
2065.89,54.26,-2.10
2074.83,70.30,0.15
2092.72,56.90,-1.85
2092.72,69.56,2.24
2056.94,57.17,1.25
2074.83,65.92,4.73
2092.72,60.99,4.04
2065.89,64.64,5.36
2048.00,58.53,6.12
2048.00,61.09,7.01
2065.89,62.20,9.39
2056.94,57.02,7.95
2048.00,66.84,10.61
2056.94,63.29,10.09
2048.00,80.49,12.84
2003.28,73.70,10.81
2039.06,98.70,15.26
2039.06,94.03,12.51
2030.11,122.93,17.88
2083.77,113.59,16.39
2065.89,134.68,19.94
2048.00,119.34,17.09
2030.11,131.66,22.66
2056.94,111.74,20.71
2056.94,124.69,24.71
2083.77,103.95,22.22
2030.11,113.23,26.86
2048.00,95.72,24.91
1976.45,101.38,29.49
2021.17,94.72,27.62
2048.00,97.90,29.97
1985.40,88.92,30.29
2012.23,91.23,32.35
1994.34,87.39,32.76
1994.34,86.04,34.95
2048.00,79.70,37.69
2021.17,77.90,37.85
2003.28,78.86,38.34
1985.40,69.63,39.45
2012.23,76.61,43.64
2048.00,62.34,42.16
2048.00,77.00,44.67
1985.40,61.40,44.42
2074.83,76.35,45.60
2003.28,64.54,44.01
2012.23,81.76,48.61
1976.45,68.95,46.46
2012.23,82.71,49.60
1976.45,68.83,46.82
1985.40,85.25,52.53
1994.34,67.13,47.47
1976.45,81.00,51.16
1994.34,64.53,48.95
1994.34,76.65,51.00
2012.23,62.70,49.34
1976.45,72.94,52.40
2048.00,64.38,51.10
2012.23,71.63,51.93
2012.23,67.10,52.44
1985.40,66.66,53.64
1958.57,69.36,52.52
1958.57,63.14,52.66
2003.28,70.43,55.23
2003.28,61.11,54.09
1958.57,69.36,56.18
1931.74,58.57,53.22
2012.23,69.84,55.85
2012.23,52.44,53.83
1985.40,69.78,56.52
2012.23,52.64,55.37
1985.40,68.54,58.32
1976.45,47.17,54.75
1949.62,69.46,59.19
1967.51,51.57,56.23
1949.62,66.59,60.42
1940.68,50.51,57.01
1940.68,67.55,60.53
1967.51,49.84,59.07
1958.57,65.26,62.10
2003.28,54.66,59.39
1931.74,71.42,62.95
1976.45,69.34,59.71
1913.85,85.51,61.64
1976.45,96.54,62.78
1976.45,104.59,63.83
1931.74,119.56,63.44
1895.97,122.61,63.31
2012.23,130.42,65.32
1949.62,125.44,64.75
1967.51,134.39,66.01
2021.17,117.61,64.38
1976.45,124.24,66.46
1967.51,105.76,64.94
1976.45,114.26,66.18
1940.68,89.95,66.34
1949.62,107.81,67.79
1913.85,91.77,66.43
1976.45,104.89,68.98
1949.62,82.78,66.76
1922.79,97.46,69.36
1922.79,80.03,68.16
1958.57,94.63,70.58
1976.45,73.53,68.73
1958.57,81.55,71.90
1958.57,69.70,70.29
1985.40,78.56,71.28
1976.45,64.87,68.57
1994.34,67.72,70.73
1878.08,71.89,70.76
1985.40,67.65,70.27
1913.85,71.74,69.47
1887.02,65.92,70.59
1949.62,73.05,70.20
1931.74,62.21,69.30
1940.68,78.89,70.52
1967.51,66.65,68.27
1904.91,79.43,68.48
1958.57,65.71,67.95
1887.02,75.59,67.92
1967.51,59.61,67.38
1967.51,78.93,67.21
1940.68,58.84,65.91
1940.68,77.63,68.25
1878.08,55.68,65.63
1931.74,77.18,66.52
1958.57,60.84,63.73
1931.74,71.50,66.30
1887.02,56.15,64.15
1887.02,67.98,64.53
1940.68,55.58,64.19
1949.62,63.89,65.70
1913.85,53.82,62.05
1931.74,60.50,63.96
1904.91,56.08,62.74
1931.74,59.83,61.49
1958.57,59.90,61.60
1895.97,53.49,58.71
1931.74,61.06,62.27
1931.74,50.99,61.75
1904.91,60.97,61.35
1931.74,53.22,58.06
1949.62,65.13,61.37
1887.02,47.10,57.78
1949.62,63.86,59.89
1869.14,48.66,57.86
1931.74,64.51,59.38
1931.74,48.39,55.84
1913.85,65.58,59.37
1895.97,52.95,55.72
1887.02,74.62,57.12
1869.14,71.43,52.49
1878.08,93.34,56.85
1869.14,89.70,53.39
1922.79,115.27,54.66
1922.79,114.39,53.18
1869.14,128.56,55.33
1878.08,122.69,52.89
1869.14,125.81,53.27
1833.36,116.44,51.17
1887.02,110.56,52.76
1895.97,110.54,52.06
1895.97,97.85,49.84
1878.08,103.38,51.55
1869.14,84.77,50.12
1895.97,99.02,51.63
1922.79,80.23,47.87
1904.91,88.81,50.87
1887.02,73.04,48.71
